Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
Antti Suomela,25,SJS,C,20,1,6,7,4,4,0.7,1,0,0,0,6,0,0,18,5.6,194,5,27,51,42,54.8,suomean01,2019-2020,2020
Ryan Suter,35,MIN,D,69,8,40,48,-6,12,6.4,6,2,0,2,24,16,0,111,7.2,1700,93,48,0,0,,suterry01,2019-2020,2020
Brandon Sutter,30,VAN,C,44,8,9,17,1,25,1.4,7,1,0,0,7,2,0,76,10.5,653,15,18,185,193,48.9,suttebr03,2019-2020,2020
Nick Suzuki,20,MTL,C,71,13,28,41,-15,6,3.2,7,6,0,1,20,8,0,138,9.4,1135,32,64,305,354,46.3,suzukni01,2019-2020,2020
Andrei Svechnikov,19,CAR,RW,68,24,37,61,9,54,6.9,18,6,0,5,23,14,0,183,13.1,1138,27,116,0,1,0.0,svechan01,2019-2020,2020
Evgeny Svechnikov,23,DET,LW,4,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,7,0.0,33,1,5,0,0,,svechev01,2019-2020,2020
Jordan Szwarz,28,OTT,RW,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,15,1,6,4,5,44.4,szwarjo01,2019-2020,2020
Brandon Tanev,28,PIT,LW,68,11,14,25,-1,16,1.9,9,0,2,4,12,1,1,95,11.6,1004,65,244,6,9,40.0,tanevbr01,2019-2020,2020
Chris Tanev,30,VAN,D,69,2,18,20,4,41,3.6,2,0,0,1,16,1,1,45,4.4,1348,159,32,0,0,,tanevch01,2019-2020,2020
Vladimir Tarasenko,28,STL,RW,10,3,7,10,-2,0,1.0,2,1,0,0,5,2,0,26,11.5,162,7,17,0,0,,tarasvl01,2019-2020,2020
Tomas Tatar,29,MTL,C,68,22,39,61,5,36,7.0,14,8,0,1,33,6,0,162,13.6,1108,24,79,9,16,36.0,tatarto01,2019-2020,2020
John Tavares,29,TOR,C,63,26,34,60,-7,24,6.1,19,7,0,4,20,14,0,197,13.2,1232,31,32,617,499,55.3,tavarjo01,2019-2020,2020
Matt Tennyson,29,NJD,D,20,0,3,3,-2,6,0.4,0,0,0,0,3,0,0,14,0.0,243,18,27,0,0,,tennyma01,2019-2020,2020
Teuvo Teravainen,25,CAR,F,68,15,48,63,20,8,6.4,10,4,1,1,28,17,3,182,8.2,1305,30,18,26,27,49.1,teravte01,2019-2020,2020
Troy Terry,22,ANA,C,47,4,11,15,-5,6,0.7,4,0,0,0,9,2,0,73,5.5,682,9,3,3,5,37.5,terrytr01,2019-2020,2020
Alexandre Texier,20,CBJ,C,36,6,7,13,3,10,1.4,6,0,0,1,6,1,0,49,12.2,459,7,20,22,41,34.9,texieal01,2019-2020,2020
Shea Theodore,24,VEG,D,71,13,33,46,12,25,8.1,11,1,1,4,18,15,0,219,5.9,1579,69,20,0,0,,theodsh01,2019-2020,2020
Robert Thomas,20,STL,C,66,10,32,42,9,18,4.1,9,1,0,2,26,6,0,87,11.5,961,13,13,136,181,42.9,thomaro01,2019-2020,2020
Nate Thompson,35,MTL,C,63,4,10,14,-2,21,0.4,4,0,0,1,9,0,1,62,6.5,807,41,103,404,329,55.1,thompna01,2019-2020,2020
Nate Thompson,35,PHI,C,7,0,1,1,1,9,0.0,0,0,0,0,1,0,0,5,0.0,88,9,15,29,25,53.7,thompna01,2019-2020,2020
Tage Thompson,22,BUF,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,0,2,0,0,,thompta01,2019-2020,2020
Joe Thornton,40,SJS,C,70,7,24,31,-19,34,1.6,4,3,0,1,19,5,0,76,9.2,1085,29,20,323,331,49.4,thornjo01,2019-2020,2020
Calvin Thurkauf,22,CBJ,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,25,0,5,2,0,100.0,thurkca01,2019-2020,2020
Chris Tierney,25,OTT,C,71,11,26,37,-6,20,2.6,6,1,4,2,24,1,1,102,10.8,1220,37,44,521,497,51.2,tiernch01,2019-2020,2020
Dmytro Timashov,23,TOR,LW,39,4,5,9,1,16,0.8,4,0,0,1,5,0,0,34,11.8,316,10,83,0,0,,timasdm01,2019-2020,2020
Dmytro Timashov,23,DET,LW,5,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,0.0,60,1,10,0,0,,timasdm01,2019-2020,2020
Conor Timmins,21,COL,D,2,0,0,0,2,0,0.2,0,0,0,0,0,0,0,1,0.0,21,0,0,0,0,,timmico01,2019-2020,2020
Jarred Tinordi,27,NSH,D,28,1,4,5,-1,34,0.8,1,0,0,0,3,0,1,20,5.0,465,36,71,0,0,,tinorja01,2019-2020,2020
Brady Tkachuk,20,OTT,LW,71,21,23,44,-14,106,3.9,19,2,0,3,17,6,0,259,8.1,1344,43,303,144,168,46.2,tkachbr01,2019-2020,2020
Matthew Tkachuk,22,CGY,LW,69,23,38,61,-5,74,6.5,18,5,0,4,24,14,0,188,12.2,1263,22,122,0,4,0.0,tkachma01,2019-2020,2020
Devon Toews,25,NYI,D,68,6,22,28,1,16,5.0,5,1,0,1,17,5,0,122,4.9,1395,75,55,0,0,,toewsde01,2019-2020,2020
Jonathan Toews,31,CHI,C,70,18,42,60,-2,48,5.4,16,1,1,3,35,7,0,172,10.5,1384,35,56,856,638,57.3,toewsjo01,2019-2020,2020
Tyler Toffoli,27,LAK,C,58,18,16,34,-4,16,3.7,14,4,0,3,13,3,0,165,10.9,963,14,33,4,9,30.8,toffoty01,2019-2020,2020
Tyler Toffoli,27,VAN,C,10,6,4,10,3,4,1.4,5,1,0,1,2,2,0,38,15.8,182,2,15,0,1,0.0,toffoty01,2019-2020,2020
Dominic Toninato,25,FLA,C,46,4,7,11,4,37,0.7,4,0,0,0,7,0,0,38,10.5,513,28,57,128,144,47.1,tonindo01,2019-2020,2020
Yakov Trenin,23,NSH,C,21,2,4,6,1,9,0.5,2,0,0,0,4,0,0,25,8.0,204,9,46,3,1,75.0,treniya01,2019-2020,2020
Vincent Trocheck,26,FLA,C,55,10,26,36,-3,33,2.8,9,0,1,1,21,5,0,129,7.8,927,33,83,370,337,52.3,trochvi01,2019-2020,2020
Vincent Trocheck,26,CAR,C,7,1,1,2,-5,16,-0.1,0,1,0,1,0,1,0,12,8.3,110,4,18,64,61,51.2,trochvi01,2019-2020,2020
Zach Trotman,29,PIT,D,8,0,0,0,-1,4,0.0,0,0,0,0,0,0,0,11,0.0,118,10,21,0,0,,trotmza01,2019-2020,2020
Jacob Trouba,25,NYR,D,70,7,20,27,-12,61,3.3,3,4,0,1,14,4,2,168,4.2,1580,128,173,0,0,,troubja01,2019-2020,2020
Alexander True,22,SJS,F,12,0,4,4,1,2,0.3,0,0,0,0,4,0,0,12,0.0,120,2,23,32,37,46.4,trueal01,2019-2020,2020
Alex Tuch,23,VEG,RW,42,8,9,17,-10,8,1.1,5,3,0,2,5,4,0,98,8.2,614,20,58,8,20,28.6,tuchal01,2019-2020,2020
Kyle Turris,30,NSH,C,62,9,22,31,-9,22,2.0,7,2,0,4,14,8,0,88,10.2,956,25,18,246,272,47.5,turriky01,2019-2020,2020
Carsen Twarynski,22,PHI,F,15,1,0,1,-2,4,-0.2,1,0,0,0,0,0,0,14,7.1,160,8,40,0,2,0.0,twaryca01,2019-2020,2020
T.J. Tynan,27,COL,C,16,0,1,1,-1,2,-0.2,0,0,0,0,1,0,0,7,0.0,136,3,7,3,15,16.7,tynant,2019-2020,2020
Urho Vaakanainen,21,BOS,D,5,0,0,0,2,0,0.2,0,0,0,0,0,0,0,2,0.0,84,3,8,0,0,,vaakaur01,2019-2020,2020
James van Riemsdyk,30,PHI,LW,66,19,21,40,5,8,4.5,15,4,0,2,16,5,0,151,12.6,983,18,25,8,15,34.8,vanrija01,2019-2020,2020
Trevor van Riemsdyk,28,CAR,D,49,1,7,8,-7,10,1.0,1,0,0,0,7,0,0,58,1.7,728,37,21,0,0,,vanritr01,2019-2020,2020
Sami Vatanen,28,NJD,D,47,5,18,23,-12,22,3.2,4,1,0,0,8,9,1,95,5.3,1022,80,50,0,0,,vatansa01,2019-2020,2020
Frank Vatrano,25,FLA,LW,69,16,18,34,-8,30,2.8,12,2,2,4,18,0,0,162,9.9,1036,43,102,12,28,30.0,vatrafr01,2019-2020,2020
Lukas Vejdemo,24,MTL,C,7,1,0,1,0,0,0.1,1,0,0,0,0,0,0,7,14.3,56,3,8,1,4,20.0,vejdelu01,2019-2020,2020
Carter Verhaeghe,24,TBL,C,52,9,4,13,-9,8,0.9,8,1,0,1,4,0,0,57,15.8,487,8,29,14,17,45.2,verhaca01,2019-2020,2020
Max Veronneau,24,OTT,RW,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,34,2,2,0,0,,veronma01,2019-2020,2020
Jimmy Vesey,26,BUF,LW,64,9,11,20,12,15,2.0,8,0,1,2,10,1,0,93,9.7,883,20,43,0,5,0.0,veseyji02,2019-2020,2020
Gabriel Vilardi,20,LAK,C,10,3,4,7,0,4,0.8,2,1,0,0,3,1,0,19,15.8,129,4,1,49,43,53.3,vilarga01,2019-2020,2020
Jake Virtanen,23,VAN,RW,69,18,18,36,-4,41,3.7,12,6,0,6,15,3,0,150,12.0,903,28,102,5,13,27.8,virtaja01,2019-2020,2020
Marc-Edouard Vlasic,32,SJS,D,70,5,10,15,-10,10,3.4,4,0,1,1,10,0,0,74,6.8,1421,97,37,0,0,,vlasima01,2019-2020,2020
Alexander Volkov,22,TBL,RW,9,0,1,1,-6,6,-0.3,0,0,0,0,1,0,0,7,0.0,92,2,10,1,3,25.0,volkoal01,2019-2020,2020
Jakub Voracek,30,PHI,RW,69,12,44,56,14,31,5.4,8,4,0,3,31,13,0,132,9.1,1176,21,17,7,13,35.0,voracja01,2019-2020,2020
Mikhail Vorobyev,23,PHI,C,20,1,2,3,-5,6,-0.1,1,0,0,0,2,0,0,15,6.7,209,3,4,78,62,55.7,vorobmi01,2019-2020,2020
Jakub Vrana,23,WSH,LW,69,25,27,52,3,18,6.1,24,1,0,6,16,11,0,187,13.4,1027,16,29,6,5,54.5,vranaja01,2019-2020,2020
Austin Wagner,22,LAK,LW,65,6,5,11,-5,39,0.4,6,0,0,0,5,0,0,124,4.8,763,19,145,3,6,33.3,wagneau01,2019-2020,2020
Chris Wagner,28,BOS,C,67,6,4,10,-8,47,0.0,5,0,1,0,4,0,0,78,7.7,834,31,192,115,134,46.2,wagnech01,2019-2020,2020
Oliver Wahlstrom,19,NYI,RW,9,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,9,0.0,93,4,10,0,3,0.0,wahlsol01,2019-2020,2020
Nathan Walker,25,STL,C,5,1,1,2,-2,4,0.1,1,0,0,0,1,0,0,6,16.7,56,1,10,1,0,100.0,walkena01,2019-2020,2020
Sean Walker,25,LAK,D,70,5,19,24,-12,26,3.8,5,0,0,0,14,5,0,127,3.9,1319,84,81,0,0,,walkese01,2019-2020,2020
Lucas Wallmark,24,CAR,C,60,11,12,23,0,18,2.1,8,3,0,0,8,3,1,79,13.9,769,21,48,343,342,50.1,wallmlu01,2019-2020,2020
Lucas Wallmark,24,FLA,C,7,1,1,2,0,0,0.1,1,0,0,0,1,0,0,5,20.0,87,5,9,36,32,52.9,wallmlu01,2019-2020,2020
Jake Walman,23,STL,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0.0,11,1,0,0,0,,walmaja01,2019-2020,2020
Austin Watson,28,NSH,LW,53,6,8,14,-9,65,0.6,6,0,0,1,6,0,2,50,12.0,616,48,131,6,6,50.0,watsoau01,2019-2020,2020
Jordan Weal,27,MTL,C,49,8,7,15,-8,14,1.0,6,2,0,2,4,3,0,86,9.3,667,21,32,96,97,49.7,wealjo01,2019-2020,2020
Shea Weber,34,MTL,D,65,15,21,36,8,33,7.3,12,3,0,2,16,5,0,185,8.1,1561,114,112,0,0,,webersh01,2019-2020,2020
Yannick Weber,31,NSH,D,41,1,2,3,-1,14,0.6,1,0,0,1,2,0,0,45,2.2,574,38,37,0,0,,weberya01,2019-2020,2020
Anton Wedin,26,CHI,F,4,0,0,0,1,4,0.0,0,0,0,0,0,0,0,2,0.0,36,1,5,0,0,,wedinan01,2019-2020,2020
MacKenzie Weegar,26,FLA,D,45,7,11,18,6,33,3.4,7,0,0,1,11,0,0,77,9.1,905,71,76,0,0,,weegama01,2019-2020,2020
Dale Weise,31,MTL,RW,23,1,4,5,1,16,0.3,1,0,0,0,4,0,0,15,6.7,213,10,70,0,0,,weiseda01,2019-2020,2020
Alexander Wennberg,25,CBJ,C,57,5,17,22,-5,16,1.2,4,1,0,1,13,4,0,72,6.9,951,31,21,309,364,45.9,wennbal01,2019-2020,2020
Zach Werenski,22,CBJ,D,63,20,21,41,9,10,9.1,14,5,1,4,13,8,0,187,10.7,1511,58,36,0,0,,werenza01,2019-2020,2020
Blake Wheeler,33,WPG,RW,71,22,43,65,1,37,6.4,17,4,1,2,24,18,1,180,12.2,1372,51,102,325,327,49.8,wheelbl01,2019-2020,2020
Colin White,23,OTT,C,61,7,16,23,-12,39,1.0,6,1,0,0,13,3,0,83,8.4,958,30,47,275,305,47.4,whiteco02,2019-2020,2020
Colton White,22,NJD,D,6,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,2,0.0,84,4,3,0,0,,whiteco03,2019-2020,2020
Zach Whitecloud,23,VEG,D,16,0,1,1,3,4,0.5,0,0,0,0,1,0,0,9,0.0,229,16,10,0,0,,whiteza01,2019-2020,2020
Justin Williams,38,CAR,RW,20,8,3,11,2,6,1.5,6,2,0,2,2,1,0,60,13.3,272,7,20,3,7,30.0,williju01,2019-2020,2020
Colin Wilson,30,COL,C,9,0,4,4,6,0,0.4,0,0,0,0,4,0,0,12,0.0,114,2,8,3,4,42.9,wilsoco01,2019-2020,2020
Scott Wilson,27,BUF,C,6,1,1,2,1,2,0.2,1,0,0,0,1,0,0,8,12.5,70,0,3,0,0,,wilsosc01,2019-2020,2020
Tom Wilson,25,WSH,RW,68,21,23,44,-3,93,4.2,15,5,1,5,20,2,1,154,13.6,1242,58,253,18,39,31.6,wilsoto01,2019-2020,2020
Luke Witkowski,29,TBL,D,12,1,2,3,-4,13,0.2,1,0,0,0,2,0,0,10,10.0,106,3,38,0,0,,witkolu01,2019-2020,2020
Christian Wolanin,24,OTT,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,4,0.0,53,4,0,0,0,,wolanch01,2019-2020,2020
Miles Wood,24,NJD,LW,68,11,12,23,-19,57,1.4,11,0,0,1,12,0,0,141,7.8,900,26,102,0,1,0.0,woodmi01,2019-2020,2020
Kailer Yamamoto,21,EDM,RW,27,11,15,26,17,12,3.7,9,2,0,0,15,0,0,44,25.0,469,13,45,1,0,100.0,yamamka01,2019-2020,2020
Keith Yandle,33,FLA,D,69,5,40,45,0,20,5.6,3,2,0,0,21,19,0,129,3.9,1359,51,18,0,1,0.0,yandlke01,2019-2020,2020
Alexander Yelesin,23,CGY,D,4,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,0.0,50,0,13,0,0,,yelesal01,2019-2020,2020
Danil Yurtaykin,22,SJS,F,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,52,2,3,0,0,,yurtada01,2019-2020,2020
Pavel Zacha,22,NJD,C,65,8,24,32,-12,14,2.0,3,3,2,1,17,5,2,97,8.2,1057,19,62,283,371,43.3,zachapa01,2019-2020,2020
Filip Zadina,20,DET,RW,28,8,7,15,-13,2,1.3,4,4,0,1,4,3,0,60,13.3,425,10,11,1,0,100.0,zadinfi01,2019-2020,2020
Nikita Zadorov,24,COL,D,64,4,9,13,6,65,2.7,4,0,0,0,9,0,0,65,6.2,1137,66,175,0,0,,zadorni01,2019-2020,2020
Nikita Zaitsev,28,OTT,D,58,1,11,12,-8,22,1.7,1,0,0,0,11,0,0,64,1.6,1285,121,108,0,0,,zaitsni01,2019-2020,2020
Travis Zajac,34,NJD,C,69,9,16,25,-12,28,1.2,7,1,1,1,14,0,2,72,12.5,1180,39,58,576,514,52.8,zajactr01,2019-2020,2020
Mika Zibanejad,26,NYR,C,57,41,34,75,9,14,9.7,23,15,3,6,20,12,2,208,19.7,1233,49,51,592,612,49.2,zibanmi01,2019-2020,2020
Mats Zuccarello,32,MIN,LW,65,15,22,37,-9,18,3.1,12,3,0,2,18,4,0,96,15.6,1036,36,13,9,5,64.3,zuccama01,2019-2020,2020
Jason Zucker,28,MIN,LW,45,14,15,29,-3,19,3.0,9,5,0,2,11,4,0,75,18.7,715,20,35,12,28,30.0,zuckeja01,2019-2020,2020
Jason Zucker,28,PIT,LW,15,6,6,12,-1,2,1.3,4,2,0,2,5,1,0,36,16.7,265,3,18,0,1,0.0,zuckeja01,2019-2020,2020
Valentin Zykov,24,VEG,LW,15,1,3,4,-2,6,0.1,0,1,0,0,3,0,0,19,5.3,183,3,20,0,1,0.0,zykovva01,2019-2020,2020
